Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[individual],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell line],Characteristics[cell type],Characteristics[growth condition],Characteristics[immunophenotype],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Protocol REF.3,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Factor Value[age],Unit[time unit].1,Term Source REF.1,Term Accession Number.1,Factor Value[organism part],Factor Value[time],Unit[time unit].2,Term Source REF.2,Term Accession Number.2,Factor Value[immunophenotype]
FCAImmP7803026,ERS11951344,SAMEA14357685,Homo sapiens,15,week,EFO,UO_0000034,female,F50,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803026,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803026,sequencing assay,ERX9246091,FCAImmP7803026_S1_L001_R1_001.fastq.gz,FCAImmP7803026_S1_L001_R1_001.fastq.gz,ERR9696977,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696977/FCAImmP7803026_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,15,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7803026,ERS11951344,SAMEA14357685,Homo sapiens,15,week,EFO,UO_0000034,female,F50,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803026,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803026,sequencing assay,ERX9246091,FCAImmP7803026_S1_L001_R2_001.fastq.gz,FCAImmP7803026_S1_L001_R2_001.fastq.gz,ERR9696977,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696977/FCAImmP7803026_S1_L001_R2_001.fastq.gz,single,read2,15,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7803027,ERS11951345,SAMEA14357686,Homo sapiens,15,week,EFO,UO_0000034,female,F50,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803027,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803027,sequencing assay,ERX9246092,FCAImmP7803027_S1_L001_I1_001.fastq.gz,FCAImmP7803027_S1_L001_I1_001.fastq.gz,ERR9696978,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696978/FCAImmP7803027_S1_L001_I1_001.fastq.gz,sample_barcode,index1,15,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7803027,ERS11951345,SAMEA14357686,Homo sapiens,15,week,EFO,UO_0000034,female,F50,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803027,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803027,sequencing assay,ERX9246092,FCAImmP7803027_S1_L001_R1_001.fastq.gz,FCAImmP7803027_S1_L001_R1_001.fastq.gz,ERR9696978,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696978/FCAImmP7803027_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,15,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7803027,ERS11951345,SAMEA14357686,Homo sapiens,15,week,EFO,UO_0000034,female,F50,late embryonic stage,skin,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803027,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803027,sequencing assay,ERX9246092,FCAImmP7803027_S1_L001_R2_001.fastq.gz,FCAImmP7803027_S1_L001_R2_001.fastq.gz,ERR9696978,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696978/FCAImmP7803027_S1_L001_R2_001.fastq.gz,single,read2,15,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45-
FCAImmP7803034,ERS11951346,SAMEA14357687,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803034,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803034,sequencing assay,ERX9246093,FCAImmP7803034_S1_L001_I1_001.fastq.gz,FCAImmP7803034_S1_L001_I1_001.fastq.gz,ERR9696979,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696979/FCAImmP7803034_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7803034,ERS11951346,SAMEA14357687,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803034,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803034,sequencing assay,ERX9246093,FCAImmP7803034_S1_L001_R1_001.fastq.gz,FCAImmP7803034_S1_L001_R1_001.fastq.gz,ERR9696979,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696979/FCAImmP7803034_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7803034,ERS11951346,SAMEA14357687,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803034,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803034,sequencing assay,ERX9246093,FCAImmP7803034_S1_L001_R2_001.fastq.gz,FCAImmP7803034_S1_L001_R2_001.fastq.gz,ERR9696979,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696979/FCAImmP7803034_S1_L001_R2_001.fastq.gz,single,read2,14,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7803035,ERS11951347,SAMEA14357688,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803035,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803035,sequencing assay,ERX9246094,FCAImmP7803035_S1_L001_I1_001.fastq.gz,FCAImmP7803035_S1_L001_I1_001.fastq.gz,ERR9696980,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696980/FCAImmP7803035_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7803035,ERS11951347,SAMEA14357688,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803035,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803035,sequencing assay,ERX9246094,FCAImmP7803035_S1_L001_R1_001.fastq.gz,FCAImmP7803035_S1_L001_R1_001.fastq.gz,ERR9696980,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696980/FCAImmP7803035_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7803035,ERS11951347,SAMEA14357688,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,skin,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803035,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803035,sequencing assay,ERX9246094,FCAImmP7803035_S1_L001_R2_001.fastq.gz,FCAImmP7803035_S1_L001_R2_001.fastq.gz,ERR9696980,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696980/FCAImmP7803035_S1_L001_R2_001.fastq.gz,single,read2,14,week,EFO,UO_0000034,skin,  ,  ,  ,  ,CD45+
FCAImmP7803036,ERS11951348,SAMEA14357689,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803036,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803036,sequencing assay,ERX9246095,FCAImmP7803036_S1_L001_I1_001.fastq.gz,FCAImmP7803036_S1_L001_I1_001.fastq.gz,ERR9696981,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696981/FCAImmP7803036_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803036,ERS11951348,SAMEA14357689,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803036,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803036,sequencing assay,ERX9246095,FCAImmP7803036_S1_L001_R1_001.fastq.gz,FCAImmP7803036_S1_L001_R1_001.fastq.gz,ERR9696981,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696981/FCAImmP7803036_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803036,ERS11951348,SAMEA14357689,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803036,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803036,sequencing assay,ERX9246095,FCAImmP7803036_S1_L001_R2_001.fastq.gz,FCAImmP7803036_S1_L001_R2_001.fastq.gz,ERR9696981,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696981/FCAImmP7803036_S1_L001_R2_001.fastq.gz,single,read2,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803037,ERS11951349,SAMEA14357690,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803037,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803037,sequencing assay,ERX9246096,FCAImmP7803037_S1_L001_I1_001.fastq.gz,FCAImmP7803037_S1_L001_I1_001.fastq.gz,ERR9696982,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696982/FCAImmP7803037_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803037,ERS11951349,SAMEA14357690,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803037,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803037,sequencing assay,ERX9246096,FCAImmP7803037_S1_L001_R1_001.fastq.gz,FCAImmP7803037_S1_L001_R1_001.fastq.gz,ERR9696982,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696982/FCAImmP7803037_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803037,ERS11951349,SAMEA14357690,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803037,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803037,sequencing assay,ERX9246096,FCAImmP7803037_S1_L001_R2_001.fastq.gz,FCAImmP7803037_S1_L001_R2_001.fastq.gz,ERR9696982,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696982/FCAImmP7803037_S1_L001_R2_001.fastq.gz,single,read2,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803038,ERS11951350,SAMEA14357691,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803038,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803038,sequencing assay,ERX9246097,FCAImmP7803038_S1_L001_I1_001.fastq.gz,FCAImmP7803038_S1_L001_I1_001.fastq.gz,ERR9696983,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696983/FCAImmP7803038_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803038,ERS11951350,SAMEA14357691,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803038,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803038,sequencing assay,ERX9246097,FCAImmP7803038_S1_L001_R1_001.fastq.gz,FCAImmP7803038_S1_L001_R1_001.fastq.gz,ERR9696983,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696983/FCAImmP7803038_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803038,ERS11951350,SAMEA14357691,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45+,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803038,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803038,sequencing assay,ERX9246097,FCAImmP7803038_S1_L001_R2_001.fastq.gz,FCAImmP7803038_S1_L001_R2_001.fastq.gz,ERR9696983,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696983/FCAImmP7803038_S1_L001_R2_001.fastq.gz,single,read2,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45+
FCAImmP7803039,ERS11951351,SAMEA14357692,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803039,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803039,sequencing assay,ERX9246098,FCAImmP7803039_S1_L001_I1_001.fastq.gz,FCAImmP7803039_S1_L001_I1_001.fastq.gz,ERR9696984,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696984/FCAImmP7803039_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7803039,ERS11951351,SAMEA14357692,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803039,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803039,sequencing assay,ERX9246098,FCAImmP7803039_S1_L001_R1_001.fastq.gz,FCAImmP7803039_S1_L001_R1_001.fastq.gz,ERR9696984,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696984/FCAImmP7803039_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7803039,ERS11951351,SAMEA14357692,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803039,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803039,sequencing assay,ERX9246098,FCAImmP7803039_S1_L001_R2_001.fastq.gz,FCAImmP7803039_S1_L001_R2_001.fastq.gz,ERR9696984,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696984/FCAImmP7803039_S1_L001_R2_001.fastq.gz,single,read2,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7803040,ERS11951352,SAMEA14357693,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803040,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803040,sequencing assay,ERX9246099,FCAImmP7803040_S1_L001_I1_001.fastq.gz,FCAImmP7803040_S1_L001_I1_001.fastq.gz,ERR9696985,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696985/FCAImmP7803040_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7803040,ERS11951352,SAMEA14357693,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803040,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803040,sequencing assay,ERX9246099,FCAImmP7803040_S1_L001_R1_001.fastq.gz,FCAImmP7803040_S1_L001_R1_001.fastq.gz,ERR9696985,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696985/FCAImmP7803040_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7803040,ERS11951352,SAMEA14357693,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803040,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803040,sequencing assay,ERX9246099,FCAImmP7803040_S1_L001_R2_001.fastq.gz,FCAImmP7803040_S1_L001_R2_001.fastq.gz,ERR9696985,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696985/FCAImmP7803040_S1_L001_R2_001.fastq.gz,single,read2,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7803041,ERS11951353,SAMEA14357694,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803041,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803041,sequencing assay,ERX9246100,FCAImmP7803041_S1_L001_I1_001.fastq.gz,FCAImmP7803041_S1_L001_I1_001.fastq.gz,ERR9696986,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696986/FCAImmP7803041_S1_L001_I1_001.fastq.gz,sample_barcode,index1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
FCAImmP7803041,ERS11951353,SAMEA14357694,Homo sapiens,14,week,EFO,UO_0000034,female,F51,late embryonic stage,spleen,  ,  ,  ,CD45-,cell,P-MTAB-118566,  ,P-MTAB-118567,P-MTAB-118568,FCAImmP7803041,PAIRED,unspecified,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,read2,0,98,0,read1,14,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0,index1,8,10x,none,16,read1,10,P-MTAB-118569,Wellcome Sanger Institute sequencing facility,FCAImmP7803041,sequencing assay,ERX9246100,FCAImmP7803041_S1_L001_R1_001.fastq.gz,FCAImmP7803041_S1_L001_R1_001.fastq.gz,ERR9696986,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR9696986/FCAImmP7803041_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,14,week,EFO,UO_0000034,spleen,  ,  ,  ,  ,CD45-
